"numero_dpe","tr001_modele_dpe_id","nom_methode_dpe","version_methode_dpe","nom_methode_etude_thermique","version_methode_etude_thermique","date_visite_diagnostiqueur","date_etablissement_dpe","date_arrete_tarifs_energies","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_habitable","numero_rue","type_voie","nom_rue","batiment","escalier","etage","porte","numero_lot","arrondissement","code_postal","commune","code_insee_commune","code_insee_commune_corrige","en_surface","en_souterrain","shon","surface_utile","surface_thermique_parties_communes","surface_baies_orientees_est_ouest","surface_baies_orientees_nord","surface_baies_orientees_sud","surface_parois_verticales_opaques_deperditives","surface_planchers_bas_deperditifs","surface_planchers_hauts_deperditifs","tr004_type_energie_id","tr006_type_usage_id","consommation_energie_finale","consommation_energie_primaire"
"1495P1000010@",14,"FACTURE - DPE","V2012","NULL","NULL","16/09/2014","16/09/2014","15/08/2011",645,"F",21,"C",1948,"28,8",,,"64 RUE DE LA GARE",,,,,,"0","95530","LA FRETTE-SUR-SEINE","95257","95257","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",7200,645
"1495P1000010@",14,"FACTURE - DPE","V2012","NULL","NULL","16/09/2014","16/09/2014","15/08/2011",645,"F",21,"C",1948,"28,8",,,"64 RUE DE LA GARE",,,,,,"0","95530","LA FRETTE-SUR-SEINE","95257","95257","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","9",0,0
"1495P1000011A",14,"FACTURE - DPE","V2012","NULL","NULL","16/09/2014","16/09/2014","15/08/2011",645,"F",21,"C",1948,"28,8",,,"64 RUE DE LA GARE",,,,,,"0","95530","LA FRETTE-SUR-SEINE","95257","95257","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",7200,645
"1495P1000011A",14,"FACTURE - DPE","V2012","NULL","NULL","16/09/2014","16/09/2014","15/08/2011",645,"F",21,"C",1948,"28,8",,,"64 RUE DE LA GARE",,,,,,"0","95530","LA FRETTE-SUR-SEINE","95257","95257","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","9",0,0
"1411P1000001N",14,"Méthode Facture","N/A","15-août-11","15-août-11","24/09/2014","29/09/2014","15/09/2011",43,"N",1,"N",1,"3974",,,"Centre d'affaire St Crescent",,,,,,"N/A","11100","NARBONNE","11024","11024","0","0","3974","100","0","0","0","0","0","0","0","2","1",1467.05,3784.99
"1411P1000001N",14,"Méthode Facture","N/A","15-août-11","15-août-11","24/09/2014","29/09/2014","15/09/2011",43,"N",1,"N",1,"3974",,,"Centre d'affaire St Crescent",,,,,,"N/A","11100","NARBONNE","11024","11024","0","0","3974","100","0","0","0","0","0","0","0","2","7",14722.29,37983.51
"1411P1000001N",14,"Méthode Facture","N/A","15-août-11","15-août-11","24/09/2014","29/09/2014","15/09/2011",43,"N",1,"N",1,"3974",,,"Centre d'affaire St Crescent",,,,,,"N/A","11100","NARBONNE","11024","11024","0","0","3974","100","0","0","0","0","0","0","0","2","4",42778.48,110368.48
"1411P1000001N",14,"Méthode Facture","N/A","15-août-11","15-août-11","24/09/2014","29/09/2014","15/09/2011",43,"N",1,"N",1,"3974",,,"Centre d'affaire St Crescent",,,,,,"N/A","11100","NARBONNE","11024","11024","0","0","3974","100","0","0","0","0","0","0","0","2","7",8064.1,20805.38
"1411P1000001N",14,"Méthode Facture","N/A","15-août-11","15-août-11","24/09/2014","29/09/2014","15/09/2011",43,"N",1,"N",1,"3974",,,"Centre d'affaire St Crescent",,,,,,"N/A","11100","NARBONNE","11024","11024","0","0","3974","100","0","0","0","0","0","0","0","2","9",0,0
"1457P1000014B",14,"FACTURE - DPE","V2012","NULL","NULL","12/09/2014","12/09/2014","15/08/2011",163.19,"C",6.94,"B",1974,"1274,82",,"rue","de l'étang",,,,,,"0","57350","SCHOENECK","57638","57638","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",46403,93.91
"1457P1000014B",14,"FACTURE - DPE","V2012","NULL","NULL","12/09/2014","12/09/2014","15/08/2011",163.19,"C",6.94,"B",1974,"1274,82",,"rue","de l'étang",,,,,,"0","57350","SCHOENECK","57638","57638","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","1",88319.3,69.28
"1493P1000014B",14,"Méthode Facture","N/A","15-août-11","15-août-11","01/10/2014","01/10/2014","15/09/2011",110,"D",3,"C",1,"1078",,,"Rue de la belle borne, zone de fret 4",,,,,"Non communiqué","N/A","93290","TREMBLAY-EN-FRANCE","93073","93073","0","0","1078","100","0","0","0","0","440,82","877,9","875,9","2","1",8356.59,21560
"1493P1000014B",14,"Méthode Facture","N/A","15-août-11","15-août-11","01/10/2014","01/10/2014","15/09/2011",110,"D",3,"C",1,"1078",,,"Rue de la belle borne, zone de fret 4",,,,,"Non communiqué","N/A","93290","TREMBLAY-EN-FRANCE","93073","93073","0","0","1078","100","0","0","0","0","440,82","877,9","875,9","4","1",20266.4,20266.4
"1493P1000014B",14,"Méthode Facture","N/A","15-août-11","15-août-11","01/10/2014","01/10/2014","15/09/2011",110,"D",3,"C",1,"1078",,,"Rue de la belle borne, zone de fret 4",,,,,"Non communiqué","N/A","93290","TREMBLAY-EN-FRANCE","93073","93073","0","0","1078","100","0","0","0","0","440,82","877,9","875,9","2","2",4261.86,10995.6
"1493P1000014B",14,"Méthode Facture","N/A","15-août-11","15-août-11","01/10/2014","01/10/2014","15/09/2011",110,"D",3,"C",1,"1078",,,"Rue de la belle borne, zone de fret 4",,,,,"Non communiqué","N/A","93290","TREMBLAY-EN-FRANCE","93073","93073","0","0","1078","100","0","0","0","0","440,82","877,9","875,9","4","7",9378.6,9378.6
"1493P1000014B",14,"Méthode Facture","N/A","15-août-11","15-août-11","01/10/2014","01/10/2014","15/09/2011",110,"D",3,"C",1,"1078",,,"Rue de la belle borne, zone de fret 4",,,,,"Non communiqué","N/A","93290","TREMBLAY-EN-FRANCE","93073","93073","0","0","1078","100","0","0","0","0","440,82","877,9","875,9","2","7",7114.8,18356.18
"1493P1000014B",14,"Méthode Facture","N/A","15-août-11","15-août-11","01/10/2014","01/10/2014","15/09/2011",110,"D",3,"C",1,"1078",,,"Rue de la belle borne, zone de fret 4",,,,,"Non communiqué","N/A","93290","TREMBLAY-EN-FRANCE","93073","93073","0","0","1078","100","0","0","0","0","440,82","877,9","875,9","2","7",2371.6,6118.73
"1493P1000014B",14,"Méthode Facture","N/A","15-août-11","15-août-11","01/10/2014","01/10/2014","15/09/2011",110,"D",3,"C",1,"1078",,,"Rue de la belle borne, zone de fret 4",,,,,"Non communiqué","N/A","93290","TREMBLAY-EN-FRANCE","93073","93073","0","0","1078","100","0","0","0","0","440,82","877,9","875,9","2","4",12612.6,32540.51
"1493P1000014B",14,"Méthode Facture","N/A","15-août-11","15-août-11","01/10/2014","01/10/2014","15/09/2011",110,"D",3,"C",1,"1078",,,"Rue de la belle borne, zone de fret 4",,,,,"Non communiqué","N/A","93290","TREMBLAY-EN-FRANCE","93073","93073","0","0","1078","100","0","0","0","0","440,82","877,9","875,9","2","9",0,0
"1459P1000006E",14,"FACTURE - DPE","V2012","NULL","NULL","23/09/2014","23/09/2014","15/08/2011",250.01,"D",8.14,"B",1988,"NULL",,,"4 boulevard de Valmy",,,,,,"0","59650","VILLENEUVE D'ASCQ","59650","59650","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",38471,250.01
"1459P1000006E",14,"FACTURE - DPE","V2012","NULL","NULL","23/09/2014","23/09/2014","15/08/2011",250.01,"D",8.14,"B",1988,"NULL",,,"4 boulevard de Valmy",,,,,,"0","59650","VILLENEUVE D'ASCQ","59650","59650","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","9",0,0
"1463P1000010U",14,"Factures","2012",,,"02/10/2014","02/10/2014","15/08/2014",100.12,"B",17.2,"C",1990,"1980","NC",,"RUE DU PRE COMTAL","NC",,"NC",,"NC","0","63000","CLERMONT FERRAND","63113","63113","1","0","1980","0","0","0","2,88","2,88","1146","1980","1980","3","1",137056.76,137056.76
"1463P1000010U",14,"Factures","2012",,,"02/10/2014","02/10/2014","15/08/2014",100.12,"B",17.2,"C",1990,"1980","NC",,"RUE DU PRE COMTAL","NC",,"NC",,"NC","0","63000","CLERMONT FERRAND","63113","63113","1","0","1980","0","0","0","2,88","2,88","1146","1980","1980","2","11",23715,61184.7
"1463P1000010U",14,"Factures","2012",,,"02/10/2014","02/10/2014","15/08/2014",100.12,"B",17.2,"C",1990,"1980","NC",,"RUE DU PRE COMTAL","NC",,"NC",,"NC","0","63000","CLERMONT FERRAND","63113","63113","1","0","1980","0","0","0","2,88","2,88","1146","1980","1980","2","9",0,0
"1463P1000010U",14,"Factures","2012",,,"02/10/2014","02/10/2014","15/08/2014",100.12,"B",17.2,"C",1990,"1980","NC",,"RUE DU PRE COMTAL","NC",,"NC",,"NC","0","63000","CLERMONT FERRAND","63113","63113","1","0","1980","0","0","0","2,88","2,88","1146","1980","1980","3","9",0,0
"1410P1000001M",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","03/10/2014","15/09/2011",95,"D",3,"C",1,"831,94",,,"RUE DE LA FORET",,,,,"Sans objet","N/A","10800","BUCHERES","10049","10049","0","0","831,94","100","0","0","0","0","361,43","417,42","327,92","2","1",11478.93,29615.64
"1410P1000001M",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","03/10/2014","15/09/2011",95,"D",3,"C",1,"831,94",,,"RUE DE LA FORET",,,,,"Sans objet","N/A","10800","BUCHERES","10049","10049","0","0","831,94","100","0","0","0","0","361,43","417,42","327,92","2","2",2224.85,5740.11
"1410P1000001M",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","03/10/2014","15/09/2011",95,"D",3,"C",1,"831,94",,,"RUE DE LA FORET",,,,,"Sans objet","N/A","10800","BUCHERES","10049","10049","0","0","831,94","100","0","0","0","0","361,43","417,42","327,92","2","7",1337.26,3450.13
"1410P1000001M",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","03/10/2014","15/09/2011",95,"D",3,"C",1,"831,94",,,"RUE DE LA FORET",,,,,"Sans objet","N/A","10800","BUCHERES","10049","10049","0","0","831,94","100","0","0","0","0","361,43","417,42","327,92","2","7",5740.11,14809.48
"1410P1000001M",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","03/10/2014","15/09/2011",95,"D",3,"C",1,"831,94",,,"RUE DE LA FORET",,,,,"Sans objet","N/A","10800","BUCHERES","10049","10049","0","0","831,94","100","0","0","0","0","361,43","417,42","327,92","2","4",9899.61,25540.99
"1410P1000001M",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","03/10/2014","15/09/2011",95,"D",3,"C",1,"831,94",,,"RUE DE LA FORET",,,,,"Sans objet","N/A","10800","BUCHERES","10049","10049","0","0","831,94","100","0","0","0","0","361,43","417,42","327,92","2","9",0,0
"1457P1000015C",14,"FACTURE - DPE","V2012","NULL","NULL","16/09/2014","16/09/2014","15/08/2011",192.24,"C",33.75,"D",1974,"3742,12","2","square","Georges Bastide",,,,,,"0","57150","CREUTZWALD","57160","57160","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",80887.3,55.77
"1457P1000015C",14,"FACTURE - DPE","V2012","NULL","NULL","16/09/2014","16/09/2014","15/08/2011",192.24,"C",33.75,"D",1974,"3742,12","2","square","Georges Bastide",,,,,,"0","57150","CREUTZWALD","57160","57160","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",510683.3,136.47
"1492P1000004@",14,"FACTURE SEULE","V2012","NULL","NULL","31/07/2014","31/07/2014","15/08/2011",281.41,"D",53.06,"D",1969,"264","1 bis","Avenue","de la Résitance","NULL","NULL","NULL","NULL","NULL","N/A","92370","CHAVILLE","92022","92022","0","0","0","0","0","0","0","0","0","0","0","4","1",43333,43333
"1492P1000004@",14,"FACTURE SEULE","V2012","NULL","NULL","31/07/2014","31/07/2014","15/08/2011",281.41,"D",53.06,"D",1969,"264","1 bis","Avenue","de la Résitance","NULL","NULL","NULL","NULL","NULL","N/A","92370","CHAVILLE","92022","92022","0","0","0","0","0","0","0","0","0","0","0","2","7",12000,30960
"1457P1000016D",14,"FACTURE - DPE","V2012","NULL","NULL","09/09/2014","09/09/2014","15/08/2011",188.01,"C",9.12,"B",1974,"3314","7","rue","Maurice Barrès",,,,,,"0","57600","FORBACH","57227","57227","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",77216,60.11
"1457P1000016D",14,"FACTURE - DPE","V2012","NULL","NULL","09/09/2014","09/09/2014","15/08/2011",188.01,"C",9.12,"B",1974,"3314","7","rue","Maurice Barrès",,,,,,"0","57600","FORBACH","57227","57227","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","1",423834.7,127.89
"1428P1000001V",14,"FACTURE SEULE","V2012","NULL","NULL","02/10/2014","08/10/2014","15/08/2011",163.86,"C",25.91,"C",1998,"5500",,,"Collège Charles de Gaulle, 15, rue Serville","NULL","NULL","NULL","NULL","NULL","N/A","28410","Bû","28064","28064","0","0","0","0","0","0","0","0","0","0","0","3","1",561719,561719
"1428P1000001V",14,"FACTURE SEULE","V2012","NULL","NULL","02/10/2014","08/10/2014","15/08/2011",163.86,"C",25.91,"C",1998,"5500",,,"Collège Charles de Gaulle, 15, rue Serville","NULL","NULL","NULL","NULL","NULL","N/A","28410","Bû","28064","28064","0","0","0","0","0","0","0","0","0","0","0","2","7",131602,339532
"1428P1000001V",14,"FACTURE SEULE","V2012","NULL","NULL","02/10/2014","08/10/2014","15/08/2011",163.86,"C",25.91,"C",1998,"5500",,,"Collège Charles de Gaulle, 15, rue Serville","NULL","NULL","NULL","NULL","NULL","N/A","28410","Bû","28064","28064","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1428P1000002W",14,"FACTURE SEULE","V2012","NULL","NULL","03/10/2014","06/10/2014","15/08/2011",210.93,"C",31.31,"D",1971,"4550",,,"Collège Victor Hugo, 20 avenue Aristide Briand","NULL","NULL","NULL","NULL","NULL","N/A","28000","Chartres","28085","28085","0","0","0","0","0","0","0","0","0","0","0","3","11",552056,552056
"1428P1000002W",14,"FACTURE SEULE","V2012","NULL","NULL","03/10/2014","06/10/2014","15/08/2011",210.93,"C",31.31,"D",1971,"4550",,,"Collège Victor Hugo, 20 avenue Aristide Briand","NULL","NULL","NULL","NULL","NULL","N/A","28000","Chartres","28085","28085","0","0","0","0","0","0","0","0","0","0","0","2","7",158022,407697
"1428P1000002W",14,"FACTURE SEULE","V2012","NULL","NULL","03/10/2014","06/10/2014","15/08/2011",210.93,"C",31.31,"D",1971,"4550",,,"Collège Victor Hugo, 20 avenue Aristide Briand","NULL","NULL","NULL","NULL","NULL","N/A","28000","Chartres","28085","28085","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1428P1000004Y",14,"FACTURE SEULE","V2012","NULL","NULL","30/09/2014","06/10/2014","15/08/2011",128.49,"C",18.12,"C",1975,"6900",,,"Collège Albert Sidoisne, 72, rue de Chartres","NULL","NULL","NULL","NULL","NULL","N/A","28800","Bonneval","28051","28051","0","0","0","0","0","0","0","0","0","0","0","3","1",477277,477277
"1428P1000004Y",14,"FACTURE SEULE","V2012","NULL","NULL","30/09/2014","06/10/2014","15/08/2011",128.49,"C",18.12,"C",1975,"6900",,,"Collège Albert Sidoisne, 72, rue de Chartres","NULL","NULL","NULL","NULL","NULL","N/A","28800","Bonneval","28051","28051","0","0","0","0","0","0","0","0","0","0","0","2","7",158643,409299
"1428P1000004Y",14,"FACTURE SEULE","V2012","NULL","NULL","30/09/2014","06/10/2014","15/08/2011",128.49,"C",18.12,"C",1975,"6900",,,"Collège Albert Sidoisne, 72, rue de Chartres","NULL","NULL","NULL","NULL","NULL","N/A","28800","Bonneval","28051","28051","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1428P1000005@",14,"FACTURE SEULE","V2012","NULL","NULL","02/10/2014","07/10/2014","15/08/2011",342.84,"D",51.15,"D",1991,"2160",,,"Collège Maurice de Vlaminck, 5, Avenue du général de gaulle","NULL","NULL","NULL","NULL","NULL","N/A","28270","Brezolles","28059","28059","0","0","0","0","0","0","0","0","0","0","0","3","1",428739,428739
"1428P1000005@",14,"FACTURE SEULE","V2012","NULL","NULL","02/10/2014","07/10/2014","15/08/2011",342.84,"D",51.15,"D",1991,"2160",,,"Collège Maurice de Vlaminck, 5, Avenue du général de gaulle","NULL","NULL","NULL","NULL","NULL","N/A","28270","Brezolles","28059","28059","0","0","0","0","0","0","0","0","0","0","0","2","7",120849,311790
"1428P1000005@",14,"FACTURE SEULE","V2012","NULL","NULL","02/10/2014","07/10/2014","15/08/2011",342.84,"D",51.15,"D",1991,"2160",,,"Collège Maurice de Vlaminck, 5, Avenue du général de gaulle","NULL","NULL","NULL","NULL","NULL","N/A","28270","Brezolles","28059","28059","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1428P1000006A",14,"FACTURE SEULE","V2012","NULL","NULL","02/10/2014","10/10/2014","15/08/2011",245.57,"D",12.4,"B",1986,"3400",,,"Collège Joachim du Bellay, Place des Marronniers","NULL","NULL","NULL","NULL","NULL","N/A","28300","Authon-du-Perche","28018","28018","0","0","0","0","0","0","0","0","0","0","0","4","1",55994,55994
"1428P1000006A",14,"FACTURE SEULE","V2012","NULL","NULL","02/10/2014","10/10/2014","15/08/2011",245.57,"D",12.4,"B",1986,"3400",,,"Collège Joachim du Bellay, Place des Marronniers","NULL","NULL","NULL","NULL","NULL","N/A","28300","Authon-du-Perche","28018","28018","0","0","0","0","0","0","0","0","0","0","0","2","7",301913,778936
"1428P1000006A",14,"FACTURE SEULE","V2012","NULL","NULL","02/10/2014","10/10/2014","15/08/2011",245.57,"D",12.4,"B",1986,"3400",,,"Collège Joachim du Bellay, Place des Marronniers","NULL","NULL","NULL","NULL","NULL","N/A","28300","Authon-du-Perche","28018","28018","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1428P1000007B",14,"FACTURE SEULE","V2012","NULL","NULL","01/10/2014","10/10/2014","15/08/2011",153.24,"C",22.91,"C",1985,"10800",,,"Collège Hélène Boucher, 23, Boulevard Chasles","NULL","NULL","NULL","NULL","NULL","N/A","28000","Chartres","28085","28085","0","0","0","0","0","0","0","0","0","0","0","3","1",960782,960782
"1428P1000007B",14,"FACTURE SEULE","V2012","NULL","NULL","01/10/2014","10/10/2014","15/08/2011",153.24,"C",22.91,"C",1985,"10800",,,"Collège Hélène Boucher, 23, Boulevard Chasles","NULL","NULL","NULL","NULL","NULL","N/A","28000","Chartres","28085","28085","0","0","0","0","0","0","0","0","0","0","0","2","7",269082,694232
"1428P1000007B",14,"FACTURE SEULE","V2012","NULL","NULL","01/10/2014","10/10/2014","15/08/2011",153.24,"C",22.91,"C",1985,"10800",,,"Collège Hélène Boucher, 23, Boulevard Chasles","NULL","NULL","NULL","NULL","NULL","N/A","28000","Chartres","28085","28085","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1444P1000009B",14,"FACTURE - DPE","V2012","NULL","NULL","09/10/2014","09/10/2014","15/08/2011",555.22,"F",53.09,"D",1948,"526",,,"49 Rue Georges Clemenceau",,,,,,"0","44840","LES SORINIERES","44198","44198","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",77763,381.42
"1444P1000009B",14,"FACTURE - DPE","V2012","NULL","NULL","09/10/2014","09/10/2014","15/08/2011",555.22,"F",53.09,"D",1948,"526",,,"49 Rue Georges Clemenceau",,,,,,"0","44840","LES SORINIERES","44198","44198","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",91414.9,173.79
"1459P1000007F",14,"FACTURE - DPE","V2012","NULL","NULL","03/10/2014","03/10/2014","15/08/2011",238.26,"D",7.76,"B",1977,"NULL",,,"ZAC Centre - 7 rue des Frères Lumières",,,,,,"0","59880","Saint Saulve","59544","59544","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",4889,238.26
"1459P1000007F",14,"FACTURE - DPE","V2012","NULL","NULL","03/10/2014","03/10/2014","15/08/2011",238.26,"D",7.76,"B",1977,"NULL",,,"ZAC Centre - 7 rue des Frères Lumières",,,,,,"0","59880","Saint Saulve","59544","59544","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","9",0,0
"1428P1000008C",14,"FACTURE SEULE","V2012","NULL","NULL","09/09/2014","12/09/2014","15/08/2011",202.27,"C",17.84,"C",2005,"5957",,,"Services administratifs départementaux, rue Philarète Chasles","NULL","NULL","NULL","NULL","NULL","N/A","28300","Mainvilliers","28229","28229","0","0","0","0","0","0","0","0","0","0","0","3","1",332736,332736
"1428P1000008C",14,"FACTURE SEULE","V2012","NULL","NULL","09/09/2014","12/09/2014","15/08/2011",202.27,"C",17.84,"C",2005,"5957",,,"Services administratifs départementaux, rue Philarète Chasles","NULL","NULL","NULL","NULL","NULL","N/A","28300","Mainvilliers","28229","28229","0","0","0","0","0","0","0","0","0","0","0","2","7",338056,872184
"1428P1000008C",14,"FACTURE SEULE","V2012","NULL","NULL","09/09/2014","12/09/2014","15/08/2011",202.27,"C",17.84,"C",2005,"5957",,,"Services administratifs départementaux, rue Philarète Chasles","NULL","NULL","NULL","NULL","NULL","N/A","28300","Mainvilliers","28229","28229","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1454P1000013X",14,"FACTURE - DPE","V2012","NULL","NULL","09/10/2014","09/10/2014","15/08/2011",206.75,"C",36.36,"D",1974,"2417,14","1","rue","du stade",,,,,,"0","54810","LONGLAVILLE","54321","54321","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",55886.7,59.65
"1454P1000013X",14,"FACTURE - DPE","V2012","NULL","NULL","09/10/2014","09/10/2014","15/08/2011",206.75,"C",36.36,"D",1974,"2417,14","1","rue","du stade",,,,,,"0","54810","LONGLAVILLE","54321","54321","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",355559.1,147.1
"1454P1000014Y",14,"FACTURE - DPE","V2012","NULL","NULL","10/10/2014","10/10/2014","15/08/2011",231.63,"D",38.24,"D",1974,"4557,47","1","rue","du collège",,,,,,"0","54970","LANDRES","54295","54295","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",139934.3,79.22
"1454P1000014Y",14,"FACTURE - DPE","V2012","NULL","NULL","10/10/2014","10/10/2014","15/08/2011",231.63,"D",38.24,"D",1974,"4557,47","1","rue","du collège",,,,,,"0","54970","LANDRES","54295","54295","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",694604.1,152.41
"1435P1000007@",14,"Méthode Facture","N/A","15-août-11","15-août-11","08/10/2014","13/10/2014","15/09/2011",113,"E",17,"E",1,"142,36",,,"6 PLACE DE LA MAIRIE",,,,,"Sans objet","N/A","35500","BALAZE","35015","35015","0","0","142,36","100","0","0","0","0","122,24","129,42","0","3","1",10460.9,9424.23
